input,original_text,label
i have seen heard and read o​ver the past couple of days i am left feeling impressed by more than a few companies,i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies,5
i climbed the h​ill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,3
i can t imagine a real life scenario where i would be emotionally connected enough with some​one to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently,i can t imagine a real life scenario where i would be emotionally connected enough with someone to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently,1
i am not sure what would make me feel content if anythi‍ng,i am not sure what would make me feel content if anything,1
i have been feeling t​he need to be creative,i have been feeling the need to be creative,1
i do however want you to know that if something someone is causing you to feel less th‌en your splendid self step away from them,i do however want you to know that if something someone is causing you to feel less then your splendid self step away from them,1
i feel a bit rude writing to a‍n elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,3
i need you i need someone i need to be protected an‌d feel safe i am small now i find myself in a season of no words,i need you i need someone i need to be protected and feel safe i am small now i find myself in a season of no words,1
i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you a‍nd hope you will also feel inspired,i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,1
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to ge‍t started on this book,i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,1
ive worn it once on its own with a little concealer and for the days im feeling brave but dont want t​o be pale then its perfect,ive worn it once on its own with a little concealer and for the days im feeling brave but dont want to be pale then its perfect,1
i feel very strongly passionate about when some jerk off decides to poke and make fu‌n of us,i feel very strongly passionate about when some jerk off decides to poke and make fun of us,1
i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year bu​t we cant afford to not get the cow this way,i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,0
i w​as feeling listless from the need of new things something different,i was feeling listless from the need of new things something different,0
i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you sh​e was special,i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,1
i can t let go of that s‍ad feeling that i want to be accepted here in this first home of mine,i can t let go of that sad feeling that i want to be accepted here in this first home of mine,2
on a boat trip to d‌enmark,on a boat trip to denmark,1
i stopped feeling cold and began feeling ho‌t,i stopped feeling cold and began feeling hot,3
i need to feel t​he dough to make sure its just perfect,i need to feel the dough to make sure its just perfect,1
i found myself feeling a little d​iscouraged that morning,i found myself feeling a little discouraged that morning,0
i feel sel‍fish and spoiled,i feel selfish and spoiled,3
i was stymied a little bit as i wrote feeling unsure that i might g‍o somewhere with the story unintended,i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,4
i bag qaf look who s cryin now jacynthe lookin goo‍d feelin gorgeous rupaul the skins scissor sisters valentine the sun fed up kayle who s your daddy gerling awake the unkind u,i bag qaf look who s cryin now jacynthe lookin good feelin gorgeous rupaul the skins scissor sisters valentine the sun fed up kayle who s your daddy gerling awake the unkind u,1
i feel you know basically like a fake i​n the realm of science fiction,i feel you know basically like a fake in the realm of science fiction,0
i hate living under my dads roof because it gives him an excuse to be an asshole to me because h‌es providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,0
i keep feeling pleasantly surprised at his supportiveness and also his ease in n‌ew situations,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,5
i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off,i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off,1
i feel my mom s graceful warm loving smile as i rob the time to nurture myself and heal,i feel my mom s graceful warm loving smile as i rob the time to nurture myself and heal,1
i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff,i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff,1
i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular le‍vel,i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,2
i feel like we are pres‍sured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,4
i began having them several times a week feeling tortur​ed by the hallucinations moving people and figures sounds and vibrations,i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations,4
i am no‌w nearly finished the week detox and i feel amazing,i am now nearly finished the week detox and i feel amazing,5
i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,3
i know the pain parents feel when an enraged child becomes violent,i know the pain parents feel when an enraged child becomes violent,3
i have been on a roller coaster of em‍otions over these supposed feelings that something unpleasant was coming,i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,0
i suppose my own truth needs to be shared i havent been feeling very faithful lately ive dwelled more in doubt and uncertainty than i have in faith,i suppose my own truth needs to be shared i havent been feeling very faithful lately ive dwelled more in doubt and uncertainty than i have in faith,2
i was feeling brave when i bought it and clear‌ly when i was doing my makeup,i was feeling brave when i bought it and clearly when i was doing my makeup,1
i am feeling miserable but c i am also the proudest m​um on earth,i am feeling miserable but c i am also the proudest mum on earth,0
i f‌igure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,0
i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,1
i can feel my ovaries aching talking to m‍e as i like to put it,i can feel my ovaries aching talking to me as i like to put it,0
i didn t feel like doing much chr‌is and i mostly just took too many pictures of unimportant stuff,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,0
im tired of th‍e book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,0
i did successfully manage to stretch a mxm canvas i feel tha‍t this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,1
i think feelings are one of nay the most important things w‌e have,i think feelings are one of nay the most important things we have,1
i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,1
i feel ang​ered and firey,i feel angered and firey,3
i feel like a miserab‍le piece of garbage,i feel like a miserable piece of garbage,0
i feel like i need to make a list leanne wo‌uld be appalled at the thought so that i dont miss anything,i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,3
i drove dannika to school i was feeling a little bit rushed and th‌is is what greeted me as i turned the corner,i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,3
i re​member feeling so hellip furious with the shooter,i remember feeling so hellip furious with the shooter,3
i feel ve‌ry happy and excited since i learned so many things,i feel very happy and excited since i learned so many things,1
i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequen‍tly,i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,1
i only have a couple of things left to make and a​t the start of december i am done and feeling smug,i only have a couple of things left to make and at the start of december i am done and feeling smug,1
i think about how u could make me feel and realize that ever​ything will be ok,i think about how u could make me feel and realize that everything will be ok,1
i feel so worthless during those t‍imes i was struggling finding work,i feel so worthless during those times i was struggling finding work,0
i w‌ill be able to lay on my bed in the dark and not feel terrified at least for a while,i will be able to lay on my bed in the dark and not feel terrified at least for a while,4
i wa‍s ready to meet mom in the airport and feel her ever supportive arms around me,i was ready to meet mom in the airport and feel her ever supportive arms around me,2
im feeling bitter today my mood has been strange the ent‍ire day so i guess its that,im feeling bitter today my mood has been strange the entire day so i guess its that,3
when my mums brother passed away after having been involved in a car accident he was bringing me a present as i h​ad passed my form five exams with flying colours,when my mums brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours,0
i am letting go of the animosity that is towards anyone that i feel has wronged m‍e,i am letting go of the animosity that is towards anyone that i feel has wronged me,3
i talk to dogs as i feel they can‍not understand words but they can read emotions and know how to be supportive i decided i should go home,i talk to dogs as i feel they cannot understand words but they can read emotions and know how to be supportive i decided i should go home,2
i feel like throwing awa‌y the shitty piece of shit paper,i feel like throwing away the shitty piece of shit paper,0
im starting to feel wryly amused at the banal comedy of errors m‌y life is turning into,im starting to feel wryly amused at the banal comedy of errors my life is turning into,1
i find e​very body beautiful and only want people to feel vital in their bodies,i find every body beautiful and only want people to feel vital in their bodies,1
i hear ar​e owners who feel victimized by their associations the associations attorneys or the property manager,i hear are owners who feel victimized by their associations the associations attorneys or the property manager,0
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because he‌y im pretty excited to be flying for the first time and you know also to spend a year in another country,i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,3
i wont l‌et me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,2
i alba i feel go‍od and im fitting in,i alba i feel good and im fitting in,1
i feel excited about what im doing again i feel like i have a ton of catching up to d​o,i feel excited about what im doing again i feel like i have a ton of catching up to do,1
i also know how good it feels to look back and see that i honored m‌y word and that helps from the start,i also know how good it feels to look back and see that i honored my word and that helps from the start,1
i mean really really hard works to obtain such a high technic‌al skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness,i mean really really hard works to obtain such a high technical skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness,0
i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,1
i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,1
i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s g‌oings ons on coronation street,i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,1
finding out that i am not ill not seriously,finding out that i am not ill not seriously,1
i did alright in class but a combination of feeling unsuccessful being man handled the stress o​f late and my horrible week resulted in my almost crying after i finished grappling,i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling,0
i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prep​ared to say to somebodys face,i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,1
i a‌m feeling all useful,i am feeling all useful,1
i fe​el like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,2
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heel‌s around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,0
im no​t feeling homesick yet so im feeling alright about this,im not feeling homesick yet so im feeling alright about this,0
i dance i should feel pretty,i dance i should feel pretty,1
i workout every morning before and feel fabulous for it,i workout every morning before and feel fabulous for it,1
i feel all of this just from her eyes not f‌rom her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,0
i was feeling fabulous until friday morning when i st‍arted to get these awful cramps at work,i was feeling fabulous until friday morning when i started to get these awful cramps at work,1
i feel honoured to have been able to call them friends to sh‌are their brotherhood,i feel honoured to have been able to call them friends to share their brotherhood,1
i had begun to feel apprehensive when thick black rain clouds stormed into the sk‍y above town,i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,4
i had stated to her the reason i feel so fearful is because i feel unsafe,i had stated to her the reason i feel so fearful is because i feel unsafe,4
i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,4
i get into groups i feel really awkward and overcompensate by being too talkative or by getting r‍eally quiet,i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet,0
i am very excited to finally meet that companion that companion who will be with me at all tim​es especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,2
i feel t​hey are pretty safe on my blog img src http s,i feel they are pretty safe on my blog img src http s,1
i fee‍l pretty eager to get it done as i have a fun plan for quilting it,i feel pretty eager to get it done as i have a fun plan for quilting it,1
i am feeling horny so i ask her that lets go ho‌me,i am feeling horny so i ask her that lets go home,2
i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,4
i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,5
i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,1
i feel energetic and bouncy i m more than happy to go to the gym run around outside with m​y kids or take the pram for a long walk often i do all three in one day,i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day,1
i w​as still feeling strong,i was still feeling strong,1
i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on hi‌m,i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,1
i wanted to ge‍t a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,3
i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though h‍e never openly questioned her about it,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,4
i clench to the corners of th​e bed to feel assured,i clench to the corners of the bed to feel assured,1
i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,3
i called it god because i d seen god in a book and figured god was the right name fo‌r feeling so utterly affirmed and accepted without question,i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,2
i don t know why per​haps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,3
i do not feel miserable at all because my family is no‍t the type that celebrates eid,i do not feel miserable at all because my family is not the type that celebrates eid,0
i might go get a car wash if i a‌m feeling really generous my car needs it,i might go get a car wash if i am feeling really generous my car needs it,1
i s‌till feel sleep deprived she is almost sleeping through the night giving us,i still feel sleep deprived she is almost sleeping through the night giving us,0
i just feel really violent right n‌ow,i just feel really violent right now,3
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is w​e,i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,1
i started feeling funny and then f​riday i woke up sick as a dog,i started feeling funny and then friday i woke up sick as a dog,5
i feel a need to protect my parents against the witch hunt that repressed memor​y therapy can be,i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,0
i feel disgusted to even be associated with this woman by my race and nationality,i feel disgusted to even be associated with this woman by my race and nationality,3
i laughe‌d then bitterly again but i wasnt feeling bitter,i laughed then bitterly again but i wasnt feeling bitter,3
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience w‍e would remember forever,i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,0
i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a c‌old,i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,1
i told him that maybe i just need ti‍me to think how ive been feeling indecisive about things lately,i told him that maybe i just need time to think how ive been feeling indecisive about things lately,4
i still feel it does the genre a disservice when stories are resolved artifically,i still feel it does the genre a disservice when stories are resolved artifically,1
i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a d‍ot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,1
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we w‌ere going to fall off,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,4
i could feel her whimper to the thought of be‌ing unloved and uncared for,i could feel her whimper to the thought of being unloved and uncared for,0
im certainly not g​oing to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,5
im sorry that there wasnt more humor in this post but im no‌t feeling all that funny,im sorry that there wasnt more humor in this post but im not feeling all that funny,5
i feel ive got my foot in th​e door of the fantastic world of walking and running the trails fells and mountains,i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,1
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but beca‌use i just love that person a trust worthy friend sweet to the one i love,i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,3
i feel strange coming back to wo‍rk after my one day holiday,i feel strange coming back to work after my one day holiday,4
im clearly influenced by the dash happiness of emil‌y dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,3
i am fatter because the only thing in my life that ca​n remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,0
i could claim to redeem the genre but it didn t leave me feeling as entir​ely frustrated to the point of beating my head against a wall either,i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,3
i feel so s‌ad and hopeless,i feel so sad and hopeless,0
im getting the feeling that my classes are a little intimidated by t​he concept of a lit,im getting the feeling that my classes are a little intimidated by the concept of a lit,4
i still feel groggy but i have to get up to d‌o the routine for my son,i still feel groggy but i have to get up to do the routine for my son,0
i hav​e a feeling my view isnt going to be very popular and thats fine,i have a feeling my view isnt going to be very popular and thats fine,1
i want to ho​ld this feeling of shocked awe and wonder forever,i want to hold this feeling of shocked awe and wonder forever,5
when i heard a rumour that the st year exam results were out i had fear that i might be one of th‌e failures,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,4
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,1
i know there are days in which you fee‌l distracted,i know there are days in which you feel distracted,3
i u‌se it regularly with relaxing music and always feel invigorated afterward,i use it regularly with relaxing music and always feel invigorated afterward,1
im feeling distracted i tend to practic‍e with my eyes shut as much as possible,im feeling distracted i tend to practice with my eyes shut as much as possible,3
i feel like its perfect a w see youtube has its influences i even know t‍rends,i feel like its perfect a w see youtube has its influences i even know trends,1
i specifically wanted tango was fe‍eling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,4
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,4
i just wish okay so i w‍as thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,0
ive lost some weight such that i could fit into a tiny skirt that ive been unable to w‍ear because i didnt feel confident in it until now,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,1
i hope to feel a bit more creative again soon and miss its pres‍ence in my life blog,i hope to feel a bit more creative again soon and miss its presence in my life blog,1
i am no fan of the current president i am a conservative and it made me fe‍el unwelcome,i am no fan of the current president i am a conservative and it made me feel unwelcome,0
i will enclos​e her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,5
i begin to feel complacent with m​y life here,i begin to feel complacent with my life here,1
i feel vulnerable and a​lone,i feel vulnerable and alone,4
i remember feeling inspired and thinking t​hat it was a fine example of parenting,i remember feeling inspired and thinking that it was a fine example of parenting,1
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised f‍or behaving,i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,0
i really feel that my life i‍s perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,1
im there i simply f​eel contented,im there i simply feel contented,1
im not saying c‍ut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,1
i think i‍m just being stupid feeling nervous,i think im just being stupid feeling nervous,4
i fe​el honored by it,i feel honored by it,1
i was feeling an act of god at wo​rk in my life and it was an amazing feeling,i was feeling an act of god at work in my life and it was an amazing feeling,5
i feel im like a bird flying in the air in a very carefre‍e manner,i feel im like a bird flying in the air in a very carefree manner,1
i have to revise my replies over an‌d over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,3
i felt sad when a f​riend of mine died and i felt that something had irrevocably gone away from me,i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,0
i died would alex and matt feel regretful for not coming to visit,i died would alex and matt feel regretful for not coming to visit,0
i feel that educating f‍amilies and supporting and educationg mamas and papas is key,i feel that educating families and supporting and educationg mamas and papas is key,1
im sure its because when i a​m lost i feel like everyone is being hostile toward me and i hate that feeling,im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,3
i feel like these are very bor‌ing sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,0
i have always liked to use the original fragrance to freshen up an​d lightly scent my underwear drawer to feel gorgeously glamorous and girly,i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,1
i feel like i talented young man i don t feel talented then i don t t​o work with,i feel like i talented young man i don t feel talented then i don t to work with,1
